,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Week,Date
19Y_week8,47350,121000,75400,34000,126000,272500,89000,37950,214000,260000,35700,43750,307000,45900,206000,20700,147500,385500,102500,74900,71300,1275000,39500,28400,190500,76000,133000,245500,14150,460000,50900,184000,4270,31600,91200,19600,387860,15400,100500,327500,77000,34050,125500,52900,61400,109000,432500,330500,9450,189000,83500,36850,53800,34850,32600,70800,89100,19750,97500,36550,102000,63600,105500,99500,36400,53100,38750,7295.990234,73600,16200,804000,5170,33550,6140,107651,97000,23550,7930,25250,236667,14100,158100,4350,27150,23450,54100,290000,106500,761000,58800,105500,17450,24300,149500,66700,275500,46300,5080,34600,4210,62700,29150,15700,9340,1538000,52300,61800,44300,9800,4670,62012.39844,54700,26550,55800,115000,5000,5060,,17000,228000,14450,22500,6700,81400,215000,70700,39350,25900,472549,37200,9350,78333.29688,,677000,38400,81683.20313,35400,6220,,83100,96800,69600,43900,49050,31950,30250,54100,2390,8260,22550,59800,18750,27500,,19850,6630,35100,746000,30250,7300,,21476.19922,96700,336500,26900,192500,42150,108000,59900,8450,19850,83900,1363.209961,19Y_week8,2019-02-25
19Y_week9,44850,122000,70100,35800,138000,263500,88200,36250,212500,261000,35450,42800,298000,43050,195000,20800,139000,387000,106500,74600,71200,1263000,38150,28300,191000,72100,132000,238500,13850,458500,49650,183500,4175,30450,91600,19450,375387,15100,100500,313000,79400,33100,123500,50300,54300,107000,448000,321500,9160,189500,83900,37200,52700,34700,31600,71000,90900,20650,98300,36550,100500,63100,109000,97400,36200,52600,37400,7304.790039,76900,16200,807000,5020,31850,5940,107541,93100,23700,7680,24050,252857,14300,161700,3900,27700,23600,52700,288500,107000,759000,58600,109000,18400,25550,156000,66900,277500,41650,5170,33050,4205,60900,29800,15600,9260,1545000,57600,62400,45850,9880,4780,59211.80078,54400,28700,56600,106500,4940,5150,,17300,231000,14600,22000,6330,81100,217500,71900,39350,26800,491176,37350,9320,80980.39844,,665000,38600,81881.20313,38150,5930,,82400,96000,70400,43300,48850,32100,25850,55600,2315,8500,22500,59100,18750,27650,,21800,6630,34950,741000,30000,7500,,22142.90039,95100,336000,25350,190000,43250,112000,60800,8400,19750,84600,1396.22998,19Y_week9,2019-03-04
19Y_week10,43650,121000,66600,35000,133500,248000,85400,34750,205500,249000,33900,42900,291000,42700,188500,21050,131000,361000,109500,74900,75300,1274000,37750,27650,188500,70000,125500,217500,13950,442500,46000,188500,4005,31500,92600,19600,365289,14700,92400,289000,77600,33250,122500,49700,51100,100000,435000,328500,8940,182500,84000,35850,51100,33450,29150,70400,90400,18950,97400,33950,97600,60600,109000,95400,31400,50000,37300,6864.740234,76500,16200,819000,4785,30850,5840,105012,94200,22650,7540,23450,248571,14350,162800,3755,27050,22700,48300,296500,97700,765000,54500,113500,18200,24950,152500,65300,295500,41600,4985,31800,4050,57300,28500,15350,9330,1523000,62400,68200,45550,9480,4625,53610.69922,50900,29200,56100,103000,4765,5110,,16850,229500,14050,20000,6200,78700,203000,71200,37650,25300,469608,37150,9300,78627.5,,672000,37950,83861.39844,38400,5870,,85800,95600,72200,39150,48600,29850,24550,57600,2290,8490,22000,62700,19050,26500,,21250,6640,33150,754000,28400,7370,,21381,95500,329000,25650,190000,42850,111500,59500,7990,19300,84500,1325.47998,19Y_week10,2019-03-11
19Y_week11,43700,124000,67800,34450,132000,258000,88000,34900,213000,252000,34700,44100,308000,44100,204000,20900,127500,366000,109000,79300,78200,1397000,38050,28200,194000,74800,130000,209500,14650,462000,46950,193000,4180,32750,96500,19950,386078,15100,96500,296000,78200,34800,131000,50400,51400,100000,448000,331000,9060,183500,93700,35450,54400,34600,28800,70800,92900,20400,104500,34350,101500,66400,100000,99000,33650,51200,38650,7075.959961,77100,16800,862000,5040,32200,6200,106221,94900,23800,7770,24000,238095,14850,183000,3765,25650,23600,49600,323000,101500,782000,55900,116500,18650,26300,151000,65700,301500,43100,5040,33300,4110,57500,28550,15950,9610,1732000,67200,67400,48100,10500,4815,53210.60156,52500,29550,58000,113000,4745,5200,,17700,243000,14650,21350,6060,84500,201500,77000,38050,25450,461274,37200,10100,78137.29688,,695000,40100,90297,43450,5950,,84600,94800,73000,39000,48900,30050,25150,64100,2200,8820,22500,62300,19800,27700,,22950,6810,37300,829000,30000,7550,,21428.59961,100500,331500,24100,198000,46150,111000,60300,8170,20350,85900,1339.630005,19Y_week11,2019-03-18
19Y_week12,45500,120000,72900,31650,126000,253000,84800,36500,208000,253000,33800,42950,302000,41550,188000,20300,123500,367000,105000,74700,73000,1383000,36600,27850,185000,69300,116500,209000,14150,462500,44800,191000,3935,32050,94800,17800,370041,15500,93700,276500,77000,34550,124500,46100,51200,99700,478500,321000,8470,170500,91900,34200,52900,33300,27250,69900,84400,19000,101000,32000,98800,62600,107500,91700,31750,48650,38400,6987.950195,74400,15800,826000,4975,30650,6040,104022,92500,22500,7400,23850,224762,14000,178800,3615,24200,21500,47000,316500,96100,752000,52600,110000,17950,25100,142000,60000,301500,40900,4540,30800,4040,55600,26850,15700,9140,1658000,71400,65600,44150,10300,4720,53010.60156,50700,28250,51700,106000,4615,5010,,16650,241000,12850,20300,5920,83600,206500,71900,35300,23400,443627,36100,9610,75098,,657000,36600,91287.10156,42300,5580,,83500,93900,66700,35400,47500,28450,24600,60800,2150,8750,21500,59600,19300,24750,,21750,6210,38300,820000,33000,7130,,20047.59961,95400,321500,24900,203500,46400,104500,60200,7570,20200,84000,1292.459961,19Y_week12,2019-03-25
19Y_week13,45050,120500,76600,30350,124000,266500,84000,36400,211000,254500,35450,43750,309000,44000,195000,19950,129500,370500,105000,77400,76800,1415000,37550,27250,178500,71300,120000,216500,14350,469500,46700,181500,3995,31650,95500,18800,371229,15600,90500,301000,76900,35250,126500,47150,53300,107500,490500,324500,8480,169500,95700,34950,53100,34000,29300,69600,100500,19600,101500,32550,99800,63700,117500,98500,33250,49450,38300,7090,75500,15900,806000,5170,30950,6060,105671,98200,22600,7310,24650,230000,14250,176500,3700,24150,21750,48650,326000,96600,759000,54700,108000,18350,28350,144500,61700,309000,42700,4385,31850,3510,59400,27000,16400,9260,1614000,78400,65900,44500,10200,5190,56611.30078,50900,28200,52400,111000,4590,5030,,16650,238000,13100,22400,6370,85900,207000,72700,36600,24050,448039,35700,9640,75980.39844,,641000,37850,89505,44100,5660,,83700,94200,67800,37100,47600,30650,25150,60800,2240,8780,21750,61000,19800,25350,,22600,6200,40300,837000,34700,7020,,17952.40039,94900,322000,25450,202500,47000,106000,58200,7660,19800,86400,1330,19Y_week13,2019-04-01
19Y_week14,46650,128000,77900,29400,121500,276500,84500,37700,223500,245500,39000,45600,292000,45000,200500,20750,137500,383500,103500,76900,76400,1404000,39550,27450,178500,70900,122000,218500,14500,480500,48150,185500,3995,31500,94800,19150,373011,14600,95400,299000,81300,35050,128000,48300,54900,108500,498500,328500,8590,170000,98300,36350,53600,36300,28550,73700,94900,19400,99500,32500,101000,70700,117000,104000,36250,50600,38600,7300,76400,16400,837000,5100,31000,6150,106991,98700,23050,7520,24950,225714,13950,169200,3745,24500,22800,49750,321500,97900,742000,53800,106000,18150,29050,143500,63100,290000,42200,4555,33600,3635,59100,27200,16850,9120,1655000,75500,65600,44150,10950,5180,58011.60156,51300,27600,55400,113000,4515,5220,,17500,260000,13000,23100,6300,92000,209500,73300,36150,24800,433824,38000,9670,74215.70313,,637000,36250,90792.10156,44450,5730,,82700,100500,69900,41500,47950,30450,25400,60200,2400,8770,23650,57700,20500,26100,,22750,6220,41800,814000,33850,7020,,17142.90039,94000,322500,28000,197000,47350,110000,59200,7990,19800,83600,1325,19Y_week14,2019-04-08
19Y_week15,47050,125500,79700,29150,119500,268000,85600,38000,217500,246000,40650,45650,301000,45700,234500,21950,136000,374000,101000,75700,76600,1440000,39050,27500,183000,81900,122500,228000,14600,466000,48150,193500,4040,32950,92700,20700,415182,14650,96600,300500,80300,35900,127000,46000,53400,112500,495000,325500,8800,176500,104500,34800,54200,37550,29950,72700,98800,19000,99900,37750,100500,72300,120500,99100,38650,51300,39300,7400,75500,16600,816000,5110,32350,5980,108310,96800,23500,7650,25300,237143,14600,168700,3800,23750,22750,49150,325000,98300,749000,53300,105500,18150,30600,145000,64800,292500,39300,5020,37000,7280,59700,28750,16450,9180,1632000,80200,64600,44300,10900,5220,57711.5,50800,28300,59500,128000,4700,5400,,17650,254500,13900,22600,6210,91300,209000,75200,36350,26200,422549,38950,9640,74117.60156,,642000,39350,91188.10156,48600,5720,,82700,98700,69100,45550,49000,30000,24650,65400,2440,8780,23250,57100,21350,27350,,23750,6370,40300,834000,33450,7250,,17904.80078,93600,326500,28500,199500,49700,111500,59400,8160,20650,85500,1305,19Y_week15,2019-04-15
19Y_week16,45350,134000,80500,28900,118000,263500,84000,36550,229000,244500,42800,44700,296000,45200,233000,21250,143500,370500,102000,74600,73500,1438000,37350,27500,181000,80800,120000,233000,14450,453000,47900,190000,3960,34000,90800,19600,418152,14400,93600,280500,85000,34850,122500,46850,51700,116000,486000,316000,8320,161000,103000,35400,52600,36800,28850,77100,99800,18100,96600,35150,97600,71300,121000,93800,37450,50800,37750,6980,78600,16850,801000,5110,31350,5910,116557,93400,23850,7320,24700,239524,14150,166100,4140,22900,21800,48750,317500,96000,728000,51700,102500,18250,27600,143500,68200,277500,38900,4660,36600,8210,56800,33300,15950,9190,1498000,76600,64600,44800,10400,5020,62100,48300,26800,54200,130000,4525,5210,,17100,244500,13300,22000,6110,83900,208000,65900,36950,25200,423039,39400,9580,73235.29688,,629000,38700,89505,42850,5590,,83200,98300,70800,41900,50300,28900,24100,63300,2340,8350,22800,57500,22650,26200,,24050,6260,42000,823000,38300,7120,,17523.80078,94100,324500,26000,198500,46650,110500,58000,8090,21350,81800,1255,19Y_week16,2019-04-22
19Y_week17,46150,139000,80000,28700,120000,257000,85100,36900,234500,247500,45250,44550,303000,46450,221000,20250,157500,365000,102500,74400,75900,1417000,37350,27500,179000,80500,126500,234000,14400,452500,47350,187000,3990,34000,87800,19350,429437,14400,92000,275000,87900,37050,119500,46350,53100,105500,511000,317500,8390,158500,112000,37400,52800,36450,29000,80900,101500,17650,100000,33150,97900,69800,122000,93200,37300,49500,38900,6920,77300,17250,791000,5100,30250,5780,114908,97000,23500,7230,25200,235238,13900,173100,3975,23150,21000,49500,329500,93000,735000,50300,101500,20550,29050,144500,61900,281500,40500,4635,36250,6210,57600,30600,16600,9110,1513000,80900,64800,42450,10350,5200,57400,45950,26800,52100,123500,4495,5210,,18900,272000,13850,22300,5880,84000,202000,64000,36350,24450,420588,38100,9750,72745.10156,,629000,36100,84554.5,43000,5570,,81700,96900,72600,39950,49250,28350,23350,60200,2385,8200,22450,57900,22550,26700,,24150,6190,39800,800000,35950,7420,,17619,93100,323500,24750,199000,47250,109000,58400,7670,21600,85200,1275,19Y_week17,2019-04-29
19Y_week18,42450,131000,76000,27050,119000,245000,79700,34700,219500,263500,43100,44450,292500,46100,202000,17950,153000,343000,98300,71900,73300,1309000,36500,28000,170000,72500,115500,222000,13900,424500,43250,169000,3680,32450,77000,18750,342124,15450,87200,261000,81900,35900,113000,40800,48100,100000,490000,306000,8020,155500,104500,34700,49700,33950,27400,75000,88000,15900,95100,32600,93000,65100,111500,91000,37500,46850,36300,6580,78100,16650,722000,4820,28100,5350,109520,96300,22100,6830,25600,219524,13350,160000,3690,23100,20950,45800,307000,89300,698000,46500,97100,19500,30200,132500,55200,274500,38400,4355,35100,6090,52100,28600,16550,9010,1466000,76500,65200,40050,9580,5110,54500,43950,24800,49500,111000,4375,4610,,18450,275000,12350,20350,6000,79500,195000,65600,34650,22550,406373,38050,10150,68725.5,,588000,34450,84653.5,41500,5560,,84400,95700,69000,42700,51400,25500,22200,56100,2335,7950,21800,56900,22200,24800,,22900,6140,36150,734000,33450,7020,,16190.5,92600,317000,23950,196000,45300,100000,59200,6990,21000,88200,1260,19Y_week18,2019-05-09
19Y_week19,42650,129000,73500,27150,122500,238500,80700,34650,214500,259500,42350,45200,285500,46200,196500,17450,152000,333000,100000,71700,70400,1297000,36000,28150,165000,69900,110000,219000,13900,427500,42650,167500,3590,32500,78300,18900,325493,15700,82700,261500,81000,35350,108500,39850,46650,96800,511000,298500,7820,150000,101500,34550,49400,33850,27150,73700,86600,15400,91200,32450,95900,65600,109500,88300,36550,45450,33050,6140,79600,16450,718000,4825,27400,5260,111059,94600,21500,6580,25250,219524,13000,158500,3600,22350,20350,45250,312000,89100,699000,45100,96800,20150,30200,126500,55300,272000,37500,4330,33450,5940,51500,27850,16250,8750,1468000,77900,64600,39050,9570,5180,54000,44200,24200,49050,108000,4150,4530,,18350,271500,12200,21150,5650,80000,190000,64100,32250,22450,393627,37850,10900,67549,,585000,32750,82772.29688,45350,5520,,82300,93200,67900,42400,50000,25450,21600,57100,2265,7810,21050,54700,22150,24700,,21900,6050,34850,750000,33700,6790,,15476.2002,91100,319500,23750,193000,44300,99900,57900,6620,18300,87900,1255,19Y_week19,2019-05-13
19Y_week20,42000,129000,70900,25400,118500,235000,81000,33700,217000,260500,42650,45400,277000,46350,195000,16750,154500,330000,103000,71500,70500,1282000,36600,27450,162500,69200,106500,208000,13800,424000,41500,165000,3405,31000,78000,17450,322524,15400,83100,257000,79700,36000,103500,41800,50000,95900,484500,283000,7550,151500,97500,31000,49400,34450,28250,73400,86100,15750,86100,31900,94100,71000,103000,92600,42300,44650,31000,6170,75700,16700,710000,4840,26450,5080,107321,102500,21200,6520,25750,224762,12850,166000,3540,21250,20750,44900,300000,85700,720000,44850,94200,20600,24300,126000,56300,254000,39000,4225,33000,5810,49650,26350,16600,8550,1458000,85800,65600,36550,10300,4850,55500,46000,26150,48800,104500,4240,4405,252500,17000,257000,11150,21500,5810,79600,185500,61800,31350,21450,395098,37000,9980,67058.79688,156000,567000,32000,80099,44200,5540,13500,84700,94200,75500,43650,48000,25100,21900,62800,2295,7970,23300,53100,22650,24550,16300,22950,6070,36050,705000,35250,6970,23250,16523.80078,92200,318500,21400,191500,44200,100500,58200,6600,17550,84700,1225,19Y_week20,2019-05-20
19Y_week21,42650,135000,66900,25000,110500,233500,82000,34250,219000,256500,41650,46850,278500,45750,182500,16700,159000,326000,100000,71500,76600,1268000,37300,27350,160500,65400,110500,216000,13900,439500,40700,164500,3350,30900,78700,16700,308862,13900,81200,261000,81300,37300,100500,41100,49900,96200,480000,276500,7620,149500,92300,30350,49250,34700,28400,74900,87400,15550,85400,31800,97200,71200,96900,92200,39300,43150,30950,6120,75800,17000,720000,4865,25850,4890,109960,103000,20550,6360,26550,242381,12350,172000,3375,21000,20850,46200,290500,87100,714000,45300,93800,20550,23850,124500,57000,245000,39250,4060,33050,5690,48400,25100,16800,8590,1459000,82000,63800,35900,10450,4675,52500,43950,25900,50100,95900,4165,4295,251000,16150,247000,10600,21500,5660,81900,184500,58700,31200,21900,398529,36100,10850,67745.10156,156000,558000,29500,76435.60156,43750,5450,12850,82600,91900,75200,41050,46700,24900,21550,64300,2280,7720,20150,52600,21300,24350,16100,24500,6140,37100,712000,37000,6760,22450,15904.7998,91700,339500,22000,188500,44550,102500,57400,6490,17250,82200,1140,19Y_week21,2019-05-27
19Y_week22,43800,138500,66600,26650,115000,241500,83000,35900,217000,250000,39500,45150,278500,44550,180000,16900,162000,337000,100500,74800,81000,1297000,36700,27600,159500,64800,115500,225000,13900,451500,41150,164000,3275,31800,80000,16250,304111,14000,82000,260000,87000,37050,101500,41250,51500,96900,465000,280000,7800,159000,94800,31200,49950,35450,30150,80600,83000,15250,84100,31700,96000,73300,94800,94900,39150,42800,31450,6210,74400,16700,758000,4825,26200,4720,101713,108000,19650,6460,26550,238095,12300,169000,3190,21100,21150,48650,300500,92700,712000,47550,91500,20350,22100,125000,55800,241000,40500,3715,35500,5910,48200,24300,15050,8650,1315000,75400,58100,34850,9850,4785,51200,41600,25100,46350,98600,4025,4080,282500,15950,248500,10900,20950,6040,79800,194500,57500,30500,21500,401471,36850,10800,67352.89844,155000,545000,29950,78712.89844,40950,5650,13950,76700,89600,72800,44100,46850,25700,21050,64500,2140,7390,21500,52900,21150,22550,15300,22650,6000,41650,734000,37250,6910,23750,17619,93000,322500,20100,191500,42250,96400,57300,6380,18000,79500,1090,19Y_week22,2019-06-03
19Y_week23,44800,143000,66800,25350,114000,237000,82700,36800,225500,253500,43000,45500,277000,44900,177000,17150,166500,337000,101000,75300,77900,1322000,37750,28050,161000,63500,117000,235000,13950,457500,40850,162500,3210,31500,81300,16200,318960,14350,85000,258000,87700,37800,102500,41650,53800,95500,474000,285000,7800,154500,94100,32050,51300,35200,30150,81100,77300,16000,84200,32500,97700,74600,95700,98300,40150,43150,30650,6320,75400,16800,730000,4950,26250,4960,102483,118000,20100,6440,28000,238571,12550,170000,3450,21350,21350,48900,296000,93200,705000,47300,91600,21500,23150,121500,56500,246000,41500,3905,38100,6030,50100,25150,16000,8740,1329000,78700,61500,35750,9980,5110,53500,42050,25400,46900,94300,3890,4155,287000,16300,247000,10900,21400,6070,82600,190000,57500,31800,22300,403431,38600,10400,66960.79688,159000,562000,29800,77821.79688,40450,5790,14300,78600,91000,72300,45700,47300,25850,22200,66200,2235,7530,21100,54200,21350,24150,15650,23750,6070,45500,780000,39500,7110,24300,19095.19922,93300,329500,22500,191000,42450,97600,57100,6450,18100,86000,1155,19Y_week23,2019-06-10
19Y_week24,43900,140000,63700,25350,110500,235000,82900,35650,220500,261500,42350,45250,273000,44300,170000,17050,163000,348500,100500,75500,80700,1330000,37300,28600,161000,63300,118500,236000,13900,470000,41600,157500,3240,30650,79100,16750,317772,14400,81700,248500,86500,38000,103000,41750,54400,93400,468500,289000,7960,150500,96900,32900,50600,35800,31950,79400,72900,15450,83500,31500,97800,74600,98100,100000,39900,43100,29950,6600,75600,16800,726000,4985,26950,4965,110510,118500,20600,6590,28100,230952,13050,176500,3520,22700,20700,47350,299000,94200,714000,47350,100500,21750,22850,123000,59600,249000,41300,3940,38850,5860,49300,25400,16800,8590,1301000,84200,63300,37300,9790,5270,55500,41900,25650,47350,91600,4000,4085,294500,16400,247000,11400,21000,6320,82500,191000,56000,36450,22550,395588,38000,12400,67745.10156,154000,577000,29200,78316.79688,39100,6010,14100,77600,93100,70400,42350,47900,25900,23350,68800,2315,7430,21500,53000,21950,26150,15900,23600,6350,43800,801000,39700,7280,24900,18714.30078,95500,336000,23050,189000,41550,98300,58700,6700,17000,88900,1575,19Y_week24,2019-06-17
19Y_week25,45500,142500,66900,26050,113500,244500,83900,37550,229000,260000,43400,44850,271500,45050,169500,17850,162500,348500,99400,77000,81300,1293000,36950,28350,159500,62900,122500,229500,13950,469500,42250,160500,3275,30900,81100,17200,329651,14600,83200,254000,87800,37700,102500,42000,56200,95500,481500,300500,8120,153000,95800,32900,51300,38750,32600,80600,72900,15500,83700,30300,101000,82500,104500,93400,38800,44700,29450,6570,74200,17100,732000,5050,26800,5030,112709,117500,20700,6580,28550,236667,13100,168000,3780,22850,22300,50400,302500,93800,693000,47500,103000,20700,22550,124500,63000,248500,41200,4070,38300,5830,50200,28750,17000,8740,1352000,79700,61200,36800,9790,5630,53700,43050,24700,46350,88700,4150,4070,,17650,247000,11550,21050,6420,84300,189000,53300,35500,21950,408824,38250,11600,67549,,585000,28150,77722.79688,39350,5990,,77200,93000,69400,35000,48150,26300,24750,68300,2300,7400,21300,53200,23000,27000,15900,24350,6440,45550,806000,41500,8900,,17952.40039,96200,342000,21600,188000,42450,98300,60000,6880,17250,89600,1490,19Y_week25,2019-06-24
19Y_week26,46600,141000,70000,25350,114500,252000,84100,38350,235000,257000,42900,45050,269000,46700,164000,17500,160500,355000,98200,76700,76700,1314000,37550,28200,165500,62900,119000,238000,14100,455000,42750,161500,3260,30300,77000,17250,327869,14700,84300,256000,88000,37900,101000,42000,55000,99900,468000,298000,8170,136000,98700,31250,51300,38850,32450,80200,69800,15400,83200,29000,98400,80800,114000,96800,38100,44150,28500,6300,72500,17000,700000,5010,27000,5220,109410,114000,20700,6250,28850,239524,13200,170000,3845,20500,23100,51500,306500,96200,681000,49600,106000,20300,21050,125500,62000,250000,40500,3990,37900,5500,49700,27450,17300,8700,1306000,76900,60200,36900,9620,5450,52900,43850,24400,44500,87800,4400,3960,,17900,242500,11200,21900,6300,82200,196500,51400,39100,21900,409804,36900,11500,68431.39844,,581000,28500,78316.79688,36350,6010,,77500,93200,68500,35900,47500,26200,24600,66600,2265,7360,21800,53200,22250,26900,,23750,6210,43600,801000,43350,7470,,16904.80078,94200,336000,20150,191000,42000,97700,60000,6780,16850,89900,1435,19Y_week26,2019-07-01
19Y_week27,44400,138500,67400,25950,118500,242500,80800,36750,231500,260500,43250,43650,260000,43600,162000,16550,158000,345000,98500,75400,71500,1276000,35900,28050,157500,63300,116000,234000,13750,447500,40500,169500,3025,30650,77900,17150,313614,13850,88200,257500,87200,36300,97900,44300,50400,90600,478000,289000,7750,132000,86400,31200,51500,37400,31350,80200,69200,13950,79400,28850,99400,77600,109500,90600,36300,42150,27300,6170,73800,16450,721000,4790,26700,5410,104572,111500,20300,5970,28750,225238,13150,165000,3685,19800,22300,48600,281500,91900,681000,47750,102500,22000,20150,119500,63500,248000,37900,4050,36500,5980,47300,27150,16650,8320,1375000,73600,56900,35750,9320,5230,52500,44600,24550,44150,85900,4275,3690,,18350,236000,11100,22250,6020,78400,189500,45900,38000,21950,290196,36300,11200,47941.19922,,565000,27200,78415.79688,36550,5770,,75500,91600,69100,32600,45850,25550,21850,66200,2240,7210,20950,52500,21000,26450,,22600,6230,48000,771000,42500,7240,,15904.7998,92900,330000,18600,186000,43450,96700,59400,7000,16350,88500,1420,19Y_week27,2019-07-08
19Y_week28,46450,138000,76200,25450,118000,238000,79800,38500,235500,260500,42900,44900,260500,44100,161500,16950,158500,347000,98500,74100,70300,1266000,36200,28000,140000,62400,114000,239000,13900,443000,39500,172500,3000,29650,85600,17650,310644,14000,92400,245500,86300,36350,97100,44350,48200,92000,497000,286000,7700,135000,85100,30650,52500,38000,31400,78600,68500,13500,79300,28350,98700,78100,110000,87400,35800,40400,26950,6100,72400,15600,728000,4575,26000,5480,102263,106500,19150,5930,28250,217143,12900,154000,3560,19100,21900,48050,271500,92500,667000,48950,101000,22000,19600,113000,60800,240000,35200,4315,35200,6080,46700,27250,16600,8260,1319000,69600,53500,38450,9210,5260,51500,41350,24600,44050,86100,4320,3715,,19050,236500,10750,22350,6000,77700,189000,44200,43200,21950,291667,36300,10950,47598,,529000,26150,77623.79688,35850,5720,,76000,93300,66800,32500,46250,25000,22250,64800,2280,7140,20650,52600,21400,25400,,21500,6140,47400,811000,43450,7120,,15523.7998,92000,322000,19150,185000,44550,95500,59200,7270,16450,86700,1370,19Y_week28,2019-07-15
19Y_week29,47200,133000,78400,26000,121000,236000,79200,38550,227500,257000,42850,45450,263000,45450,159500,16850,157500,357000,98800,73800,70700,1311000,36050,27900,145000,59000,109000,241500,13750,463000,39650,173500,2760,31050,82900,17200,302329,13750,92200,246500,83400,36600,96800,43800,45800,96900,500000,282500,7620,139000,83300,31100,52400,38700,31150,76200,68700,13200,78700,28150,99000,79900,114500,87500,35050,38350,27500,6260,77800,15900,740000,4465,25700,5310,104462,105500,18800,6210,29100,219524,13150,150500,3560,19600,20600,48300,278500,90400,656000,49000,98400,22050,19800,109000,57000,241500,34900,4495,35400,6220,46600,26000,16350,8230,1325000,70200,54700,38200,9080,5380,51600,43400,24750,45850,85900,4260,3625,,18500,244000,10500,22550,5860,78700,191500,43550,43000,22000,293627,36050,11350,47352.89844,,524000,25350,77227.70313,36350,5670,,75500,91700,66700,31700,45150,25250,21350,61500,2345,7120,21000,54200,22150,25350,,21200,6140,46650,803000,40600,7330,,15904.7998,92000,327000,19100,183500,43700,96000,60000,7090,16700,82000,1395,19Y_week29,2019-07-22
19Y_week30,46100,128000,77000,27950,138500,228500,77000,38100,242500,246000,42850,43900,262500,43600,151000,15700,154000,333000,96800,73300,68600,1240000,35100,27550,139500,58300,106000,229000,13300,437500,38900,169000,2510,30600,83500,15950,289855,12850,91700,232500,81400,35400,94000,41950,43100,90300,485000,279500,7110,133000,79700,31100,50100,37000,29650,74600,57000,12350,74800,26050,99900,77100,111500,82200,33850,35200,27400,6140,79300,15650,688000,4040,23300,5000,113259,104500,18050,6070,27550,207619,12300,151000,3310,18400,19050,45200,259500,76700,649000,43900,94800,21850,18500,103500,60000,233500,33250,4395,33500,6000,42600,24300,16100,7990,1289000,64600,53500,34200,8730,5100,49600,39750,23500,41500,79700,3935,3350,,17850,231500,10200,22100,5590,72900,182000,43750,41300,19450,280882,34800,11400,45196.10156,,497500,22400,74554.5,36200,5530,,75700,87000,64600,28800,43550,23900,19000,64900,2175,6700,20050,53900,21000,24600,,22500,6210,47400,768000,37450,6670,,15142.90039,89100,320000,18000,180500,41750,88700,59500,6640,15600,80000,1520,19Y_week30,2019-07-29
