,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Week,Date
19Y_week31,43950,127500,75400,26800,138000,210000,71600,35800,242500,252500,43300,43050,256500,40900,124000,12950,155500,315500,96500,71000,61600,1198000,33400,27950,127500,54000,99200,243000,12600,430500,36300,165500,2345,30950,85900,15300,277382,13450,89200,217000,81200,34650,86200,40850,39750,91000,522000,271500,6680,136500,78900,30800,48950,35300,25450,71500,61100,12050,71100,24700,107500,70000,96000,73500,32900,31650,26100,5200,82800,15250,623000,3890,22300,5290,105781,98300,17800,5640,27150,202381,11600,139000,2880,17400,18100,44600,240500,68800,615000,41000,88800,20550,18300,100500,58300,225000,32450,4025,30700,5200,39000,22300,15450,7680,1147000,63700,51500,31000,8050,4605,46700,38250,22350,37450,71200,3390,3275,,16700,220000,10800,22350,5740,66200,168000,41250,41800,18200,265686,35200,10850,40784.30078,,444500,22000,75643.60156,33500,5550,,69800,82600,61700,29150,39500,21100,17150,66100,1990,6520,19400,52400,20200,23600,,21800,6160,47750,775000,34900,6340,,12761.90039,86100,321500,16350,176000,38300,76300,57600,5830,14800,74500,1270,19Y_week31,2019-08-05
19Y_week32,43700,131000,74500,25300,140500,208500,68000,35800,238500,241000,43750,41050,229500,38950,125000,12700,155500,314000,100000,69100,60500,1173000,32500,26850,124000,53500,96300,249500,12450,440000,37050,158000,2205,29850,85700,15650,266691,12450,88700,222500,83100,33700,79100,39000,41350,88800,524000,242500,6800,141000,78500,31300,47500,35850,24600,72800,67200,12750,70000,23650,105000,70900,99300,73300,33350,31300,24050,5410,83100,14950,601000,3930,21700,5130,100723,99400,19200,5690,25950,209524,11500,131500,3220,17700,17150,43800,230000,69200,610000,41350,88600,20700,19150,103500,59100,227500,33200,4185,30350,5160,37700,22250,15300,7960,1046000,64900,49900,33200,8760,4695,46650,39550,21500,34200,69800,3635,3110,,16250,227000,10950,21450,5560,68900,161500,41550,41000,18800,285294,36400,11400,42843.10156,,420500,20200,72772.29688,30850,5490,,75000,81100,58700,30850,39100,21550,18550,60200,2120,6100,19800,51700,19950,23600,,23450,6050,48800,744000,35050,6470,,13333.2998,84200,316500,16250,164500,38400,82800,56900,6080,15800,75800,1315,19Y_week32,2019-08-12
19Y_week33,43600,128000,75100,25700,139000,208500,66100,36100,242000,232500,43500,40600,230000,39250,123500,12900,156500,321000,101500,68900,60300,1160000,32400,26850,126000,55000,103000,253000,12350,442500,37300,160000,2320,28450,82500,15700,261345,12350,88900,228500,81600,32400,79100,38050,40850,91400,528000,230500,7260,140000,75400,31200,46750,34850,26650,72500,63800,12500,71100,22850,104000,71300,105500,72100,37050,31400,24250,5840,85000,14000,599000,4035,22600,5290,108091,95600,19050,6120,26450,210952,11300,136500,3300,17850,17100,45500,220500,67400,582000,42700,95900,22150,18850,106500,59300,225500,31900,4140,31150,5500,40400,22650,15200,7650,1020000,54400,52000,32650,9220,4700,46100,40250,21400,35100,68900,3500,3075,,16900,229500,9160,21550,5750,64400,163000,41100,41750,18300,274510,36550,10900,40000,,419500,22000,72079.20313,30700,5460,,70900,80800,59200,29100,38800,21800,19150,49200,2120,6350,19750,50600,20300,23800,,22750,6080,53900,700000,34600,6760,,13142.90039,84100,316000,16100,158500,37800,83100,56400,6220,15800,72600,1300,19Y_week33,2019-08-19
19Y_week34,43600,124500,71800,25200,143500,203500,65800,35900,239000,235500,42100,39700,226000,38500,120500,12500,155500,323500,101000,69800,59500,1137000,32100,27000,132000,52100,105500,242500,11950,427500,36100,159000,2350,28100,80300,15500,253030,12300,91200,217000,81300,32150,78000,38000,39500,84600,531000,225000,7360,141000,76300,30600,45850,34100,25600,72100,63000,12250,69400,22100,101000,69900,94400,68600,36350,32250,23400,5740,85400,14750,587000,3945,23400,5210,108530,94900,19100,6040,25650,205714,11350,127000,3260,17500,16800,44400,219500,66100,559000,44300,92600,21700,18700,106000,58500,225500,31000,4100,28950,5390,39300,22100,15100,7770,1015000,52300,51000,33400,9160,4655,47650,39650,21000,32750,67700,3585,2945,,16650,224500,9040,20850,5790,63200,162500,40100,44650,18650,270098,36900,11250,39460.80078,,423500,19800,72574.29688,29150,5350,,70500,80200,56000,28300,40300,21650,17800,45100,2045,6470,19550,50300,19500,22900,,21300,6110,51300,691000,34550,7060,,12714.2998,82000,321500,16050,159500,38050,88000,56100,5850,15250,77400,1265,19Y_week34,2019-08-26
19Y_week35,43800,131000,77600,25450,150000,210500,68300,36400,252500,239000,43900,40850,227000,39600,131500,13900,158500,321500,102500,71200,61400,1175000,32550,27150,135000,58900,110500,246000,12400,441000,37350,165500,2460,28400,84500,15750,267285,13200,97100,220500,86400,33400,81300,39400,41150,90000,550000,226000,7650,146000,78800,31550,47850,35250,27650,76300,60700,12850,76500,22300,101500,72100,99100,70300,35950,33650,23850,6020,87100,14700,574000,4210,24450,5370,110510,96500,19550,6190,25850,215238,11450,131500,3465,18050,17200,45150,236500,66400,572000,45450,92900,23700,18700,111000,60700,234500,31900,4110,30300,5640,41650,22350,15550,8200,1066000,57000,49550,33600,9440,4825,47700,39800,21750,33500,73800,3730,3110,,17150,226500,9000,21300,5940,66000,176000,42500,45450,18800,278431,36750,11350,40686.30078,,444000,20450,74356.39844,30000,5480,,70200,81500,57300,28750,41300,22150,18500,46500,2135,6820,19400,49900,19650,23400,,21750,6190,52500,724000,38700,7120,,13523.7998,84700,323500,16200,159500,38500,87700,56200,6200,17050,80000,1280,19Y_week35,2019-09-02
19Y_week36,46900,127000,84300,24950,153000,217000,69500,39100,251000,237000,43100,41500,227000,41150,139500,14250,152000,325000,102500,71900,61300,1242000,34150,27050,137000,63400,120000,241000,12700,439000,38300,165500,2450,29150,83200,15900,263721,13150,97500,234500,83700,33400,80800,39050,42050,97000,552000,227000,8070,135500,85200,32100,48550,35200,30050,75500,61800,12450,77100,22550,97500,71100,99000,70800,34300,34700,23950,6010,86300,13900,582000,4175,24850,5290,113808,97300,20700,6140,24150,214762,11500,136500,3590,18000,18150,46800,252500,66400,566000,47000,93000,26450,18650,109000,61600,241500,32750,4195,30050,5410,45150,22200,15650,8210,1070000,55600,47900,33500,9050,4880,47800,41550,21550,33700,75200,3700,3035,,17050,222000,8780,21150,6010,67700,172500,43300,44350,18850,269608,37550,11050,39313.69922,,428000,21150,73168.29688,29550,5590,,68100,81200,55200,27250,40200,22250,18400,45150,2120,6790,19600,49650,18850,22200,,21250,6040,52700,753000,39650,7080,,13238.09961,83600,332500,16650,159500,39000,85700,56000,6210,16600,84400,1245,19Y_week36,2019-09-09
19Y_week37,47100,128000,79500,25450,154500,238000,73800,39100,244500,239000,43850,43050,233500,44650,143500,14950,153500,324500,102500,70800,66200,1290000,35900,27300,139000,65700,125000,233500,13400,450000,40750,173000,2670,30100,80700,16000,278570,13500,102000,249500,84300,34250,84300,41950,48200,96400,528000,242000,8430,140500,86700,32900,50600,36750,30850,75400,64600,13250,78200,24100,98200,79500,104000,74000,35200,36550,25000,6690,87200,14350,606000,4905,25850,5450,118757,102000,20500,6610,24450,208571,11950,140500,3740,18850,18500,49000,257000,71900,582000,49000,95100,27300,18700,113000,63600,246000,35100,4455,31250,5460,46550,23300,17450,8180,1166000,59900,48000,34700,9250,5100,49000,42100,22250,34800,75800,3870,3190,,18200,224000,9150,21450,6220,70100,176500,45550,43850,19650,281863,38300,11150,41029.39844,,436500,21650,78316.79688,30050,5820,,69000,82900,58000,29200,40200,23400,21300,46700,2195,6770,20200,50100,18500,22800,,22150,6080,54400,758000,40400,7150,,13571.40039,84700,340500,17700,164500,42400,87100,56200,6870,16950,88600,1340,19Y_week37,2019-09-16
19Y_week38,49300,133000,82800,26350,157000,231000,72700,40750,251500,241000,46400,42850,228500,43800,137500,14250,154000,323500,104000,71600,65100,1263000,36350,27600,135000,65900,124500,237000,13500,435000,39800,169500,2520,29350,81400,16050,276788,13750,102500,245500,86100,33950,84400,41100,47050,103000,522000,234500,8370,144000,83900,34650,50700,36000,31500,76500,62500,13050,78200,23550,97300,75700,106000,72400,36400,37650,26000,7200,88100,14450,597000,4785,25650,5470,116008,101500,20900,6480,24650,216190,12150,139000,3820,24450,18100,48150,262000,71100,589000,48150,94400,26200,19700,117000,61900,253000,33500,4380,30750,5360,46000,23400,16950,8100,1177000,62100,48000,34450,9120,5030,48950,43050,22550,33600,72900,3950,3100,,18000,220000,9380,21550,6240,68700,179500,45300,42250,21300,282843,36850,11450,40833.30078,,447500,21300,75940.60156,30500,5810,,68600,84400,57600,32850,40650,22900,21350,46750,2220,6860,20050,50500,18850,24000,,23250,6050,56300,756000,39950,7140,,13761.90039,85800,335000,18400,162500,41250,88500,56200,6830,16450,88100,1400,19Y_week38,2019-09-23
19Y_week39,49050,134000,82200,25900,157000,227000,71100,39500,252000,241500,45600,41800,223000,42700,140500,14150,156000,299500,105500,70000,67400,1307000,35250,27450,129000,65400,124000,223000,13200,448000,38900,166000,2380,29550,84600,15900,258969,13650,99400,236000,84900,35150,82000,39600,46300,103000,521000,234500,7880,144500,86200,34550,50300,35350,30600,76400,60000,12900,78100,22900,98100,75300,114000,71600,35700,36250,26400,6800,83800,14300,608000,4830,25250,5560,116557,104000,20650,6300,24800,217619,11700,138500,3625,22100,17950,48150,262500,69500,583000,47450,91500,27200,19300,113500,60300,249500,33000,4300,30050,5140,45100,21950,16800,8010,1130000,57900,47400,33400,9040,5050,49800,41800,22250,31450,73300,3820,2870,,17150,214500,9300,21400,6110,67900,167500,44200,39800,20850,270588,37050,10400,38823.5,,440000,20800,73663.39844,29200,5620,,67200,82100,58300,31150,39700,22300,19900,46200,2155,7080,19900,49900,19100,23800,,24000,6060,54300,771000,39400,6750,,13190.5,84400,333000,18250,162500,39200,87400,55600,6500,14750,88600,1290,19Y_week39,2019-09-30
19Y_week40,47750,128000,80300,25200,153000,219000,69400,39000,244000,233000,42850,41100,215500,41250,146000,13450,152000,289000,103000,67400,69400,1265000,34050,27000,126500,69600,122000,219500,12800,431000,36450,165000,2240,29000,84900,15800,244714,13350,100000,231000,81900,33650,78100,39000,43800,106500,511000,214000,7770,141500,80200,34300,49800,34350,29550,73900,59400,12100,75200,22900,96400,72200,117000,70500,34600,35800,25250,6360,84100,14000,575000,4560,24100,5240,116557,98100,21050,6010,24800,218095,11250,134500,3480,21750,17500,48300,240000,68000,571000,46150,86100,26650,18700,113500,59700,251000,31150,4095,30550,4965,43700,21600,16550,7810,1118000,56600,48650,32450,8620,4855,49350,41400,21700,32650,73700,3700,2695,,15800,217500,9050,21650,5880,66400,161500,42200,40800,20050,286765,37600,10850,41029.39844,,432500,19950,72970.29688,28050,5460,,67500,81300,57200,29800,38650,21500,17650,43300,2130,6830,19000,49500,18800,22850,,22250,6050,48300,728000,37100,6740,,13523.7998,82900,332000,18250,159000,38500,88700,55000,6390,14450,89000,1275,19Y_week40,2019-10-07
19Y_week41,50000,122000,80500,25550,156000,229000,71400,40600,240500,236500,40800,42500,222000,42800,152500,14250,151000,304000,102500,69200,68900,1262000,35000,27000,125000,67900,129500,226500,12750,447000,37000,169000,2340,30200,82200,16000,259563,13900,102500,246500,81100,34650,82100,40600,45500,110000,518000,219000,8140,145500,79100,33200,50700,35000,30300,72900,57400,12300,76000,24500,96600,73100,115500,71200,33900,37450,26650,6520,84700,14000,576000,4645,25100,5010,116557,97300,21800,6260,24800,212381,11200,138000,3500,21250,18250,49200,247000,69900,569000,48500,84800,25850,18350,114500,58400,247000,31600,4120,30700,5290,46550,22200,17100,7970,1120000,58700,51600,31650,8500,4885,48600,43350,21650,32750,75600,3780,2805,,15950,224000,9320,22500,5900,67600,167000,45750,41700,20100,285294,37100,10100,38725.5,,431500,20800,76336.60156,29050,5460,,68800,81400,57400,29850,38200,22400,18350,43550,2155,6830,19700,50500,19100,22600,,22150,6060,47700,736000,36350,6870,,13523.7998,83900,332000,18200,163500,37600,85300,54900,6440,14550,89000,1285,19Y_week41,2019-10-14
19Y_week42,50300,122000,77500,25700,152000,220500,70600,40600,238500,238500,40400,42850,224000,43150,153000,14550,147000,298500,103500,70100,69100,1255000,35500,26950,126000,69500,121500,224500,12700,442000,35300,160500,2360,30800,88600,16500,266691,13750,98000,237500,79900,34800,84800,40600,43850,112500,534000,229000,7710,157000,77300,33600,50100,34100,29700,73600,59000,12200,78600,25450,97400,69600,124500,70000,36650,37550,26800,6410,84400,13650,632000,4600,24900,5040,81500,96300,21650,6080,25550,209524,11900,140500,3400,21250,17300,48700,242000,66900,583000,48650,86600,27250,19100,113500,57100,252500,32050,4235,31700,5230,43550,22550,16900,7880,1144000,57600,54000,35000,9560,4685,49350,45350,22500,33450,77200,3715,2525,,15650,234500,8890,22800,5950,68600,165500,47950,41700,19950,292647,36950,10300,39117.60156,,439500,20550,73267.29688,29600,5480,,68600,80800,57600,31700,38650,22100,17750,48550,2120,6930,18400,49700,19400,22500,,22350,6240,48250,741000,34900,6880,,13476.2002,84100,334500,17050,164500,40550,86400,55900,6160,14450,88600,1300,19Y_week42,2019-10-21
19Y_week43,51300,121500,82900,25250,157000,211500,70900,41400,237000,237000,41100,43650,221000,42900,155500,13800,154000,302000,102000,69200,68800,1246000,33850,26850,125500,70100,127500,229500,12100,439500,33450,161000,2320,31350,89600,16350,271442,13800,104000,234000,81200,34100,82300,39900,42950,117000,513000,230500,7770,155500,76200,33850,50800,34250,29900,74800,64300,12150,76000,25100,95700,69900,126000,70900,36100,37000,25750,6380,84300,13750,645000,4545,24100,5820,79200,92500,21900,6140,26000,210000,11750,144500,3385,20750,17000,49900,229500,64700,570000,48300,86800,28000,18450,117500,59800,247000,30950,4250,31950,5240,45650,22700,16750,7820,1106000,57100,54000,34400,9610,4680,48800,46250,21750,31700,77100,3740,2390,,15150,219500,9160,22550,5950,69800,166500,45600,44800,19900,322059,37350,10700,42696.10156,,433500,20400,83663.39844,29600,5400,,67700,81400,56800,30700,39350,21700,18050,47550,2005,6620,18350,49000,19600,22550,,22150,6210,47900,764000,34900,6910,,13714.2998,83900,335000,16200,164000,39650,85700,54300,6030,14050,86800,1285,19Y_week43,2019-10-28
19Y_week44,52300,124000,84700,25300,164500,217000,72100,43000,242500,236000,42500,42800,224500,43200,196000,13800,154000,315000,102000,70900,67100,1260000,34700,26650,130000,87600,121500,233000,12100,438000,32250,160500,2305,31250,92400,18500,283916,13200,101000,220000,81000,34100,89200,39850,44400,114000,539000,239000,7280,163500,80400,33750,50000,34850,29100,74200,64300,12050,75700,25900,96600,71000,122500,73800,37250,36850,26300,5870,80700,13450,645000,4555,24550,5990,76300,93100,22000,5540,24650,209524,11500,138000,3310,20900,16600,49450,240000,64200,576000,48250,86100,29550,19000,125500,59400,251000,31650,4290,33200,5790,42550,23500,18750,8080,1106000,61300,54600,35600,9820,4610,48950,47800,21800,32550,96900,3760,2325,,15750,216500,9050,22500,5780,72300,175000,51700,47100,21000,328922,38500,11200,43872.60156,,444000,22700,84257.39844,29550,5410,,68500,81900,56100,30550,38350,21200,17800,46650,1965,6700,18650,49400,19800,22150,,20450,6400,44800,751000,33450,7240,,14428.59961,84100,339000,16500,164000,38850,92700,55100,6090,13950,87900,1205,19Y_week44,2019-11-04
19Y_week45,51600,123500,81300,27300,163000,223500,75600,42400,241500,242500,42950,43350,236000,43000,188000,14300,152500,317000,99800,71800,69300,1216000,35900,27150,134000,83200,118000,234000,12250,432000,32500,161000,2415,31000,92000,17400,273818,14200,99300,226000,82900,37300,89800,40650,44600,109500,522000,238000,7080,157500,82200,33700,50200,34750,29000,75000,63200,11550,76400,26400,96300,70200,119000,74900,35100,36800,28100,5830,81300,13700,619000,4705,24550,5920,76100,92500,21450,5740,24650,207619,11250,134500,3415,20250,16800,49950,254000,64600,581000,49750,86500,29600,19100,122500,59500,246000,32000,4180,34050,5830,42600,23500,19000,8200,1095000,59500,54000,34850,9550,4420,50200,50800,22300,33800,94300,4090,2400,,15700,224500,9210,22400,5820,72600,181000,50300,47150,21000,312255,39000,11200,40392.19922,,448000,23100,84851.5,32750,5600,,70900,81800,57100,31200,38800,22350,18150,44100,2005,6830,18900,49300,18950,22000,,20700,6220,46250,760000,31550,7220,,14523.7998,85900,334000,16750,170000,38300,87200,55100,6040,13800,88300,1205,19Y_week45,2019-11-11
19Y_week46,53500,126000,85500,27850,178500,227500,74400,42950,255500,244500,43700,43700,233000,44000,183500,14550,149500,316000,99100,73200,71500,1226000,36050,27500,135500,78500,116500,240500,12250,424500,32050,160000,2315,31450,91200,17700,262533,13900,98000,225500,82300,36750,93800,40200,44350,113000,553000,250500,6970,159000,83200,35400,50400,35450,28050,74700,61300,11250,78900,26300,96400,71300,121000,73600,36550,36800,28150,5720,81000,14050,629000,4720,26300,5890,72700,93600,21000,5720,24750,209048,11500,137000,3450,20150,18650,50300,269000,65400,570000,46650,86800,28850,18850,124500,60000,239500,32450,4280,34100,5730,42600,23700,18850,8390,1101000,58300,50700,38500,9120,4330,46800,49400,23750,33650,88700,4060,2355,,15550,220000,9150,22400,5740,74200,174500,48900,44950,21050,322549,39400,11000,39068.60156,,451000,22050,84950.5,31750,5430,,71300,81100,57000,30800,38450,22200,18350,44150,2010,6940,18650,49300,20200,21900,,18500,6180,43350,754000,30450,7210,,14428.59961,86600,337500,16900,166500,40100,90600,55000,6080,13550,84700,1200,19Y_week46,2019-11-18
19Y_week47,51800,125000,81700,27850,174000,228000,73200,42050,257000,246000,44700,44350,237000,46050,186500,13700,151500,308500,97700,73200,71400,1271000,36100,27350,132000,79700,117000,238000,12000,413500,32250,150500,2330,30000,96500,17650,261345,14100,90900,223500,81300,36600,94400,38700,43250,111000,535000,250000,6910,159500,81400,36500,49650,35850,26500,73700,63800,11850,82500,25500,96500,72600,123500,76200,35900,35550,27750,5390,79600,14400,633000,4645,25400,5920,72200,94100,20200,5400,23850,207619,11450,136500,3555,19400,18650,50400,266500,62600,553000,44650,84700,29600,18150,128000,57700,236000,31950,4195,33400,5510,41900,24000,19350,8390,1082000,50600,49550,38400,9130,4240,42550,49100,23400,31450,88500,4010,2295,,15200,219500,9190,22100,5470,75500,167500,48900,46450,21350,323529,39000,10550,37941.19922,,428500,21700,84554.5,31750,5440,,70700,79700,56300,30500,37700,21900,17550,41350,2000,6900,18850,48750,20100,21650,,18350,6160,43350,750000,29850,6940,,14095.2002,87100,338000,17050,169000,38200,96000,54300,5950,13100,82200,1460,19Y_week47,2019-11-25
19Y_week48,50400,121500,80500,28250,171500,232000,72500,41300,246500,242000,42650,43600,234500,45950,192500,14950,148000,309000,97500,72100,70300,1258000,36000,26850,133000,82400,121500,234000,11850,409500,31850,147500,2340,29950,91300,17300,266097,13600,88600,219000,81400,36950,93800,37450,40800,112000,487000,246500,6880,154000,83500,35400,48300,36200,25850,72500,63700,11350,82000,24750,95500,72000,123000,74100,35750,35950,27950,5560,80000,14450,641000,4405,24800,5720,68300,88800,19650,5340,24250,205714,11850,133500,3580,18750,18250,50900,283500,62500,556000,44450,85000,27800,17650,126500,57100,234000,29700,4250,33300,5190,45000,25700,18750,8390,1075000,51900,49950,36400,9070,4265,43900,49100,23450,31600,90300,3960,2095,,15050,220000,8960,21600,5490,75100,167000,48500,48500,21750,317157,39600,9990,38578.39844,,434500,21900,84950.5,31350,5390,,71400,80800,54500,29150,37350,21450,17400,40600,1980,6930,18850,48100,20100,21550,,18350,6160,40750,750000,29750,6810,,14047.59961,85500,332500,17600,168500,37500,103500,54300,6000,12350,76100,1480,19Y_week48,2019-12-02
19Y_week49,51200,119500,80700,28600,175000,233000,73000,41900,252000,239000,43350,44100,236000,48050,186000,16100,146000,295000,95500,72600,69100,1267000,36750,26750,126000,77000,121000,223000,11900,404000,30700,145500,2265,29400,90400,16550,257781,13800,89400,212000,81400,37950,90800,37950,40750,117500,540000,239500,6940,151500,80700,38100,49150,36200,26200,73300,61300,11000,83600,26150,94900,67000,130500,71800,34200,34450,28350,5270,78500,14000,621000,4470,23950,5760,65300,86500,19400,5270,24150,209048,11450,130000,3340,18550,17550,52100,284500,61200,529000,45000,79300,28000,16650,122000,53000,231000,30400,4090,31450,5180,43800,25100,19000,8310,982000,51900,47800,36150,8660,3590,45100,47000,22700,30400,86300,3805,1855,,14850,208500,8660,21550,5360,71700,161500,48300,44850,21150,313726,37950,10250,38578.39844,,414000,20300,85940.60156,30550,5470,,72000,78700,53100,29400,37000,22000,17300,41650,2020,6840,18650,48250,19800,19750,,18000,6050,42000,734000,28700,6640,,13714.2998,84300,329500,19600,168500,36100,100000,53000,5750,12250,73600,1285,19Y_week49,2019-12-09
